"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_114",90.7837414169268,0.140406734770077,0.332308680778784,0.422519009858624,0.672646228202735,NA
"gene_115",70.8499620029325,-0.28497483610316,0.355325069689019,-0.802011623757846,0.422546234448719,NA
"gene_117",83.6372998870971,-0.054056320325738,0.329753094258895,-0.16392968335059,0.869786499255368,NA
"gene_119",85.2165603473023,-0.427022221732113,0.384698823333021,-1.1100169686832,0.266991714471777,NA
"gene_120",91.3412277102713,-0.429621051970417,0.373120155444141,-1.15142815444805,0.249556136651009,NA
"gene_121",60.2087527845285,0.269555796457901,0.351276753856975,0.767360189645947,0.44286739122743,NA
"gene_122",81.9980933658081,-0.284668268065284,0.356552395592563,-0.798391124513937,0.42464355218594,NA
"gene_123",77.4512053773313,0.918249391135524,0.466191487751712,1.96968287766029,0.0488747265382395,NA
"gene_125",85.8851632466139,-0.269456543100054,0.420093622063797,-0.641420219084242,0.521249699927762,NA
"gene_126",87.2859729760949,-0.356168428385257,0.365178876865017,-0.975325931890931,0.329398611225704,NA
"gene_127",70.6269448670122,-0.0262398955579426,0.410201150125304,-0.0639683617413729,0.948995418866831,NA
"gene_128",77.1793490511546,0.0325756451064542,0.377999541630862,0.0861790598102526,0.931324076620031,NA
"gene_129",75.0412353083612,-0.0777937114155196,0.365736449628364,-0.212704288824831,0.831557621316941,NA
"gene_130",64.0202078125279,0.199408347804368,0.438172984434343,0.455090466295617,0.649044156516407,NA
"gene_131",57.0135398853031,0.37708030150355,0.409796382639124,0.920165031899795,0.357486524626401,NA
"gene_134",65.5350115110902,0.193133491697305,0.372352683256537,0.5186843022271,0.603980910242665,NA
"gene_136",81.6287715302509,0.465917199831132,0.380017113769665,1.22604267794511,0.220182615110568,NA
"gene_137",79.9102805916897,-0.729761362818609,0.394224345887295,-1.85113215465196,0.0641505432274958,NA
"gene_138",89.8877485219128,0.0261896904028877,0.387416880024883,0.0676007983988865,0.946103419824735,NA
"gene_140",79.0519250811743,0.71858945137729,0.406002858943598,1.76991229383712,0.0767417525113471,NA
"gene_142",81.3064559231016,-0.617248678545738,0.354011353808531,-1.74358441305693,0.0812315831907022,NA
"gene_143",84.0032882649295,-0.338790685791776,0.348256943017938,-0.972818180897906,0.330643675035166,NA
"gene_144",83.2061513493693,-0.642973908835219,0.466167160494355,-1.37927757106135,0.16780918912005,NA
"gene_145",80.520006061553,0.367614590947119,0.422636620246411,0.869812442501522,0.384402910653665,NA
"gene_147",71.9060154903261,-0.428371600851165,0.417294240574744,-1.02654568215742,0.304634442350706,NA
"gene_150",63.3187661828153,-0.584449923852337,0.375161256555127,-1.55786322185552,0.11926567518832,NA
"gene_152",68.9338708247276,-0.062718164338904,0.361022273872423,-0.173723808412628,0.862082525623786,NA
"gene_153",82.8681407872003,0.0937744861592744,0.367260268908181,0.255335232526116,0.798464189936849,NA
"gene_154",87.684914713997,0.0257332999462242,0.352709685256764,0.0729588696366277,0.941838847517966,NA
"gene_156",72.1459862439897,-0.423470860388018,0.402866768336667,-1.05114368736945,0.293192601863604,NA
"gene_159",78.3120104956508,-0.0145567982932311,0.407327486105517,-0.0357373336928708,0.971491801572279,NA
"gene_160",74.2720493251,0.270069081737859,0.425037603792466,0.635400442991689,0.525167279245812,NA
"gene_162",95.6888810698644,-0.74636849621523,0.345386239918952,-2.16096766446276,0.030697837313975,NA
"gene_163",88.5017901661925,-0.00496476830490154,0.329552957446453,-0.0150651608268703,0.987980195439227,NA
"gene_164",66.3237277458745,0.266583773190429,0.388765142497667,0.685719330384742,0.492890114671028,NA
"gene_165",83.1475513450981,-0.331008936763189,0.3650134516984,-0.906840378684708,0.364491213551135,NA
"gene_166",91.9643752116385,-0.407725029737454,0.383836878884569,-1.06223516333893,0.288128940269618,NA
"gene_167",71.5106669709274,-0.8205770720065,0.403714603622104,-2.03256722606596,0.0420962654757425,NA
"gene_168",92.9086046700909,0.217601187296337,0.393949244949024,0.552358432174415,0.580702804115661,NA
"gene_169",84.0538885134353,-0.242524324981577,0.36732799053013,-0.660239162911501,0.509100364013505,NA
"gene_170",63.4915676692446,-0.0124131771434626,0.366000023821684,-0.033915782337518,0.972944307942979,NA
"gene_172",70.2508114074486,0.190290340466185,0.37351720771455,0.509455351817712,0.610433086445656,NA
"gene_174",83.3034069305187,-0.433092601078412,0.38130536341964,-1.13581565492374,0.2560337238074,NA
"gene_176",93.7463725003891,0.0446196942699151,0.338400913114201,0.131854532717697,0.895099352175759,NA
"gene_177",82.5843060580524,0.107383503472811,0.423531465668005,0.253543153643716,0.799848518463113,NA
"gene_178",89.0737486579163,-0.0281252592360862,0.336462849620925,-0.083590979710757,0.933381638983644,NA
"gene_179",80.9227468624539,-0.310306365943949,0.380783823339923,-0.81491478083863,0.415121091877309,NA
"gene_181",86.45411609,0.852834643547431,0.371614905261533,2.29494197211285,0.0217364500174984,NA
"gene_182",62.4094413736941,-0.407906586924077,0.424059177829275,-0.961909583025929,0.336095024372266,NA
"gene_183",86.9922973351595,-0.0333005101224141,0.399886518063971,-0.0832749007984484,0.933632957222609,NA
"gene_185",90.7818156943323,-0.216889036298572,0.371897605359455,-0.583195570966205,0.559761652388238,NA
"gene_186",79.0262502596938,-1.22744452113622,0.433164702183876,-2.83366699767511,0.00460172569879,NA
"gene_187",90.8540727230288,-0.347922571334035,0.37626662332165,-0.924670299647105,0.355137433100213,NA
"gene_189",90.6336021437252,-0.736405948733638,0.414086845747246,-1.77838527424059,0.075340599549454,NA
"gene_190",72.8890220280525,0.165883216278729,0.358832157686029,0.462286371847068,0.64387597131662,NA
"gene_193",77.3152818685612,-0.713053219006871,0.361263377406349,-1.97377665050401,0.0484071449695214,NA
"gene_194",50.3676903623641,-0.443072730626982,0.428311845057801,-1.0344629403541,0.300919793320654,NA
"gene_195",73.6159355881132,-0.113045225482021,0.454721035456575,-0.248603466009694,0.803667527171519,NA
"gene_196",93.7138519363968,0.286802998898614,0.351859442593292,0.815106727802455,0.415011220928348,NA
"gene_197",83.168799592886,0.345778472204086,0.478871026665975,0.722070146134096,0.47025135169727,NA
"gene_198",73.6875957620377,-0.124606326139467,0.39040811524635,-0.319169405740552,0.749598055322931,NA
"gene_200",88.3926051773096,-0.971469225864761,0.400660606931771,-2.42466868231494,0.0153223632298618,NA
"gene_201",92.0761908142502,-0.593579006433568,0.409273724445695,-1.45032278150152,0.1469685290665,NA
"gene_202",65.9438704592421,-0.590367051758592,0.436109809766784,-1.3537119288243,0.175828300898458,NA
"gene_203",78.8994419142589,-0.816058975191909,0.410074605749129,-1.99002562887581,0.0465881123517197,NA
"gene_204",67.4127178649516,0.525922304620429,0.40147357496496,1.30997987767023,0.190202642934003,NA
"gene_205",79.9912884787315,0.0533768534544968,0.461975805311135,0.115540365622715,0.908016827555386,NA
"gene_207",71.850333398882,0.0411648371825416,0.442957114478093,0.0929318794914117,0.925957679158049,NA
"gene_208",89.9220527869114,0.252577298003302,0.364223822342192,0.693467265208158,0.488016361992925,NA
"gene_209",86.7398436739457,-0.0949917789572147,0.395212881818945,-0.240355978580507,0.810054301973611,NA
"gene_210",76.0276658810829,0.551601459987757,0.365769160217943,1.50805896172079,0.131539437192266,NA
"gene_211",88.2297058610634,0.172930660434248,0.352978393969234,0.489918542859371,0.624191541073116,NA
"gene_212",61.8836073663332,0.536005900079101,0.357256301212984,1.50033994714498,0.133526366713221,NA
"gene_213",87.6249523335676,0.426502251979939,0.412722360921271,1.0333877985867,0.301422454138565,NA
"gene_216",81.0556993337675,-0.591397901907206,0.897780465684801,-0.658733314559372,0.510067036020643,NA
"gene_217",87.9407104820775,-0.713674616964714,0.362976097852068,-1.96617524180772,0.0492783713333636,NA
"gene_218",74.1938929125161,-0.0372557143789693,0.375216605573898,-0.0992912195929768,0.920907049717328,NA
"gene_222",91.9440717747394,-0.202292607592441,0.363073833893929,-0.557166583509677,0.577413618723502,NA
"gene_223",70.1090129149136,0.0683413410301019,0.374666732770392,0.182405682310694,0.855264366775649,NA
"gene_224",92.2037319368774,0.402642011800409,0.332885948275633,1.20954943843715,0.22645182964092,NA
"gene_225",89.0786711894865,0.477951548721051,0.424694764652615,1.12540014264597,0.260419510674096,NA
"gene_226",87.696050100438,0.299466859185872,0.446442584247691,0.670784709506396,0.502357689593552,NA
"gene_227",93.0177659459916,0.290656379343827,0.352812471976599,0.823826827083103,0.410037962074534,NA
"gene_229",67.3527092811143,0.00187543933813499,0.361742246864402,0.00518446312088615,0.995863415450775,NA
"gene_230",74.3550340457727,0.568061931687832,0.419391601922926,1.354490478787,0.175579948971463,NA
"gene_231",89.6402741870752,0.527287704993628,0.41383515434792,1.27414913753394,0.202610566866138,NA
"gene_233",88.4502550982244,-0.161016426344486,0.343468368239668,-0.468795502682595,0.63921581488049,NA
"gene_236",55.6310229548222,0.102049907048119,0.393690240284731,0.259213708153681,0.795470354912271,NA
"gene_238",94.4403764727394,-0.520319814470178,0.36444062753973,-1.4277217608332,0.153371960163798,NA
"gene_239",83.1679387456359,-0.406649538052587,0.391661653928492,-1.03826742795411,0.29914556849094,NA
"gene_240",84.6350546133241,0.0139755412584512,0.370479534112173,0.0377228428877792,0.96990866296612,NA
"gene_241",89.1597919259738,0.235455467287881,0.408755693617479,0.576029816744826,0.564595028007801,NA
"gene_242",83.3502255771205,-0.0799240163063702,0.518431104532019,-0.154165164103177,0.877479508795001,NA
"gene_243",67.8169372930184,-0.511553070291631,0.40955644457205,-1.24904168172999,0.211649828950077,NA
"gene_246",80.1372031518602,-0.107615477032554,0.36586563960195,-0.294139338008444,0.768651432349236,NA
"gene_247",84.0983564168532,0.018118454505364,0.408093212423615,0.0443978335188686,0.964587288549245,NA
"gene_248",93.4245454559818,-0.0752307679910421,0.38569633644277,-0.195051808593481,0.845352389050249,NA
"gene_249",72.296706303767,-0.0752316023291071,0.419045354274489,-0.179530930391434,0.85752083290951,NA
"gene_250",86.2413257839797,-0.0283999892091686,0.401958807945998,-0.0706539790838071,0.943673148620981,NA
"gene_251",77.9855273471639,-0.85759202902678,0.409484901215358,-2.09431904932619,0.0362315685134816,NA
"gene_252",62.7320290798877,0.106217199771977,0.358390323711439,0.296372956367813,0.766945275790131,NA
"gene_253",84.3457828998473,0.725929715468506,0.361785369191496,2.00652037723578,0.0448007568939012,NA
